media,varianza,asimetria,curtosis,maximo,minimo,medias_fourier,varianzas_fourier,asimetria_fourier,curtosis_fourier,maximos_fourier,minimos_fourier,hog_0,hog_1,hog_2,hog_3,hog_4,hog_5,hog_6,hog_7,hog_8,hog_9,hog_10,hog_11,hog_12,hog_13,hog_14,hog_15,hog_16,hog_17,hog_18,hog_19,hog_20,hog_21,hog_22,hog_23,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9
2.4991530373831776,623.1167438309409,9.990403263472295,97.81996593263985,255,0,4900.852234972638,40629764.37096366,8.483434479998627,172.53493805846088,256712.99999999997,22.242138221357237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4485436056160372,0.04413248492386713,0.2517614477602975,0.33197132726273554,0.4485436056160372,0.1849369441788088,0.43207379326825834,0.4485436056160372,0.44823872918176366,0.1576293770863947,0.2309976961478215,0.1914741273414838,0.3337980586336459,0.4134678741416772,0.44823872918176366,0.44823872918176366,0.0047702492211838,0.0047702492211838,0.0005062305295950156,0.0023851246105919,0.00039914330218068534,0.002297507788161994,0.0002044392523364486,0.00041861370716510905,0.9767036604361371,0.007544781931464174
3.5082943925233643,870.1412279320245,8.385311596893855,68.3228488646279,255,0,5805.543935441637,56940857.6136568,7.198359650019847,152.79213116382442,360371.99999999994,6.68851644640027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3767076449542505,0.2622614624359211,0.3767076449542505,0.32234250297675654,0.3767076449542505,0.3767076449542505,0.3767076449542505,0.3431777774069757,0.39114349692424416,0.39114349692424416,0.39114349692424416,0.1401262655159956,0.39114349692424416,0.24981036450335778,0.39114349692424416,0.39114349692424416,0.00757398753894081,0.0075155763239875386,0.0006522585669781932,0.003300233644859813,0.0004867601246105919,0.0031055295950155764,0.0004283489096573209,0.0005451713395638629,0.9653524143302181,0.011039719626168225
2.685932632398754,667.1423955671127,9.637974955249547,90.90436010718724,255,0,5140.953689173408,42840508.165774286,6.8993750196025205,117.32087422844845,275898.9999999999,16.149610159010326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36060751985692086,0.36060751985692086,0.36060751985692086,0.36060751985692086,0.36060751985692086,0.2995588690614728,0.36060751985692086,0.36060751985692086,0.38775160649460844,0.3300855263041048,0.38775160649460844,0.2733195426060457,0.38775160649460844,0.2541327032920737,0.38775160649460844,0.38775160649460844,0.006775700934579439,0.00651285046728972,0.000603582554517134,0.0024922118380062306,0.00032126168224299066,0.0016452492211838005,0.00039914330218068534,0.0004867601246105919,0.971232476635514,0.00953076323987539
2.6435747663551403,657.5522834827277,9.71328270290669,92.36074283448735,255,0,5193.2248949084415,41292043.19090317,8.284427928955703,176.7620108117704,271548.0,20.033574000542064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43965185366933873,0.21665997412733207,0.27106919871614743,0.274338263136911,0.43965185366933873,0.17647507550579378,0.43965185366933873,0.43965185366933873,0.44465000945690253,0.11921887892827412,0.16456025646338682,0.13179676867194795,0.38791992541379566,0.44465000945690253,0.44465000945690253,0.44465000945690253,0.0059774143302180685,0.0054906542056074766,0.00047702492211838007,0.0029789719626168226,0.0005743769470404985,0.0024240654205607477,0.00031152647975077883,0.00036993769470404985,0.9728679906542056,0.00852803738317757
2.9902258566978195,743.0536817246895,9.111422761798664,81.02904627720183,255,0,5409.633026638789,47980810.51709883,8.740890652017528,199.01105296291752,307155.9999999999,22.858509298863076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3748542376039997,0.3748542376039997,0.3748542376039997,0.2732829899280997,0.3748542376039997,0.2867441548952894,0.3748542376039997,0.3748542376039997,0.46720536937785057,0.4213107701217395,0.46720536937785057,0.16013328211021205,0.32927522961758576,0.12862695760818577,0.130556209368235,0.46720536937785057,0.006532320872274143,0.0067075545171339564,0.0005841121495327102,0.0029302959501557634,0.0005646417445482866,0.002161214953271028,0.0003894080996884735,0.00045755451713395636,0.9704731308411215,0.009199766355140186
2.289388629283489,570.4802534424254,10.457623815198767,107.37653949730128,255,0,4828.867847165184,35820153.31461425,7.567566115795994,143.28971500279366,235165.99999999994,21.84658181374467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39383417525083453,0.39383417525083453,0.39383417525083453,0.002005624882097667,0.39383417525083453,0.3463678993438561,0.39383417525083453,0.32326222700412743,0.43073526959085157,0.1133824779227638,0.1724703097617522,0.17243562027443465,0.43073526959085157,0.43073526959085157,0.43073526959085157,0.43073526959085157,0.004750778816199377,0.005247274143302181,0.0004964953271028037,0.002414330218068536,0.00046728971962616824,0.0018302180685358254,0.00022390965732087227,0.00024338006230529595,0.9774435358255452,0.00688278816199377
3.0163454049844236,750.0245283884835,9.068319735550741,80.24480948784378,255,0,5513.9962274117,47572946.60408951,6.912174795491166,128.07461900414438,309839.0,22.166314374665625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3904925922393887,0.32601184246175385,0.3904925922393887,0.2789182844686577,0.3904925922393887,0.2312975266044906,0.3904925922393887,0.3904925922393887,0.36346006770587247,0.36346006770587247,0.36346006770587247,0.3248804553295439,0.36346006770587247,0.3191134038458204,0.36346006770587247,0.36346006770587247,0.006454439252336449,0.006181853582554517,0.0004380841121495327,0.00275506230529595,0.0004867601246105919,0.0023169781931464176,0.00031152647975077883,0.00035046728971962614,0.9713590342679128,0.009345794392523364
3.0096670560747665,748.65546534865,9.076185430105335,80.38760589326834,255,0,5292.142014028858,49825569.90335055,7.185085464166477,126.84911666500003,309153.0,12.87002409300644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37794647328893016,0.3412895901079766,0.37794647328893016,0.3428134012020169,0.37794647328893016,0.22755813306807002,0.37794647328893016,0.37794647328893016,0.388700198971653,0.388700198971653,0.388700198971653,0.21267074066468777,0.388700198971653,0.21964536781775723,0.388700198971653,0.388700198971653,0.005714563862928349,0.006152647975077882,0.0006230529595015577,0.0025019470404984423,0.00036993769470404985,0.0026187694704049845,0.000301791277258567,0.0004380841121495327,0.9721573208722741,0.009121884735202493
3.491403816199377,866.5037423050011,8.404138882538472,68.63845372253216,255,0,5792.1254286803,56710694.01843502,7.249349281025148,147.6389514842687,358636.9999999999,4.99954033180776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382283832280782,0.2798462173222517,0.382283832280782,0.34093131638597796,0.382283832280782,0.382283832280782,0.382283832280782,0.2733995056249983,0.46883592712727196,0.46883592712727196,0.46883592712727196,0.1074062689092046,0.3065590135559137,0.05955444073259538,0.10821379942033166,0.46883592712727196,0.007466900311526479,0.0071651090342679125,0.0005841121495327102,0.002891355140186916,0.0005938473520249221,0.0030179127725856697,0.0004088785046728972,0.0006425233644859813,0.9667056074766355,0.010523753894080997
2.6196553738317756,651.7620844606723,9.756310838882708,93.19857827492528,255,0,5139.945099077059,41234891.37847369,6.9901691506420915,117.37149085258527,269090.9999999999,3.3297963273477964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36364238949305533,0.36364238949305533,0.36364238949305533,0.35788517115955254,0.36364238949305533,0.28823238145086394,0.36364238949305533,0.35729730062733067,0.3896822500952511,0.22970356882401788,0.3896822500952511,0.28493166871929243,0.3896822500952511,0.32678576170670187,0.3896822500952511,0.3896822500952511,0.005695093457943925,0.0060845015576323986,0.0005451713395638629,0.0023169781931464176,0.0004867601246105919,0.0020151869158878503,0.00031152647975077883,0.0004088785046728972,0.9741433021806853,0.007992601246105919
